# Seed corpus for the local speculative n-gram model (core/src/ngram.rs).
#
# SOURCES (open-source):
#   jieba word frequency dictionary  (MIT License)
#     https://github.com/fxsjy/jieba
#   THUOCL — Tsinghua Open Chinese Lexicon  (Apache 2.0)
#     https://github.com/thunlp/THUOCL  — IT, food, diming (place names) only
#   pypinyin  (MIT License)
#     https://github.com/mozillazg/python-pinyin
#   Conversational supplement  (MIT, same as this repository)
#
# FORMAT: pinyin<TAB>hanzi[<TAB>weight]
#   weight 1–10 (log-scaled from jieba frequency, or rank-based for THUOCL)
#   no weight column = counted once
#   lines starting with '#' or blank lines are ignored
#
# Regenerate: python3 core/data/gen_corpus.py
#
# CHARACTER FREQUENCY SUPPLEMENT
# Single-char entries for characters that appear in many everyday phrases but are
# underweighted in jieba's standalone-word frequency (jieba is trained on news text
# where these characters mostly appear mid-compound, not as standalone words).
# With the single-char-only unigram policy in train_from_corpus, these entries are
# the *sole* source for the unigram distribution of the syllables listed here, so
# they must dominate any competing character.  Weights are set to beat the highest-
# weight single-char jieba entry for the same syllable by a comfortable margin.
#
# Reference: Junda and Pinard (2006) character frequency study; cross-checked with
# Jun Da's Modern Chinese Character Frequency List (freely available).
yixie	一些	6
yizhong	一种	6
youyu	由于	6
yuan	元	6
zai	再	6
ze	则	6
zhang	长	6
zheli	这里	6
zheng	正	6
zhexie	这些	6
zheyang	这样	6
zhezhong	这种	6
zhi	至	6
zhidao	知道	6
zhongyao	重要	6
zhu	住	6
zhuyao	主要	6
zi	自	6
zou	走	6
zuo	作	6
zuo	做	6
zuowei	作为	6
a	啊	5
an	按	5
anzhuang	安装	5
ba	吧	5
baidu	百度	5
baike	百科	5
bao	报	5
baogao	报告	5
baohu	保护	5
baokuo	包括	5
bei	北	5
bian	边	5
bianhua	变化	5
bianji	编辑	5
biaoshi	表示	5
biaoxian	表现	5
bie	别	5
bijiao	比较	5
bing	兵	5
bixu	必须	5
bu	部	5
buduan	不断	5
bufen	部分	5
bugan	不敢	5
buguo	不过	5
buhui	不会	5
bumen	部门	5
buyao	不要	5
buzhi	不知	5
cai	菜	5
canjia	参加	5
canting	餐厅	5
cha	茶	5
chang	常	5
changjiang	长江	5
chanpin	产品	5
chansheng	产生	5
chao	朝	5
chaoshi	超市	5
cheng	城	5
cheng	称	5
chengli	成立	5
chengshi	城市	5
chengwei	称为	5
chengxu	程序	5
chifan	吃饭	5
chu	初	5
chu	处	5
chu	除	5
chuxian	出现	5
ci	次	5
cunzai	存在	5
dadao	达到	5
dai	带	5
daima	代码	5
dajia	大家	5
dang	党	5
dangshi	当时	5
danwei	单位	5
dao	倒	5
daxue	大学	5
dedao	得到	5
denglu	登录	5
di	低	5
di	第	5
dian	点	5
ding	定	5
ditie	地铁	5
diyi	第一	5
dong	东	5
dongxi	东西	5
duan	段	5
dui	队	5
duibuqi	对不起	5
duiyu	对于	5
duoshaoqian	多少钱	5
er	二	5
er	儿	5
erqie	而且	5
fa	发	5
fa	法	5
falv	法律	5
fan	反	5
fang	放	5
fang	方	5
fangfa	方法	5
fangmian	方面	5
fangshi	方式	5
fasheng	发生	5
faxian	发现	5
fei	非	5
feichang	非常	5
feiji	飞机	5
fenbie	分别	5
fukuan	付款	5
fuwu	服务	5
fuze	负责	5
gaige	改革	5
gan	干	5
gaotie	高铁	5
gaoxing	高兴	5
geji	各级	5
geming	革命	5
gengxin	更新	5
genju	根据	5
gezhong	各种	5
gong	共	5
gongcheng	工程	5
gongli	公里	5
gongye	工业	5
guangzhou	广州	5
guanli	管理	5
guanyu	关于	5
gui	贵	5
guiding	规定	5
guocheng	过程	5
guoji	国际	5
guoqu	过去	5
guowuyuan	国务院	5
haiyou	还有	5
haizi	孩子	5
haode	好的	5
hezuo	合作	5
hong	红	5
hongbao	红包	5
houlai	后来	5
huangdi	皇帝	5
huanjing	环境	5
hubeisheng	湖北省	5
hui	回	5
huijia	回家	5
huode	获得	5
huodong	活动	5
huozhe	或者	5
ji	既	5
ji	极	5
jian	间	5
jiang	讲	5
jianli	建立	5
jianshe	建设	5
jianzhu	建筑	5
jiaoyu	教育	5
jiayou	加油	5
jiazhi	价值	5
jiben	基本	5
jichang	机场	5
jichu	基础	5
jiegou	结构	5
jieguo	结果	5
jiejue	解决	5
jige	几个	5
jigou	机构	5
jiguan	机关	5
jihua	计划	5
jin	今	5
jin	近	5
jin	进	5
jin	金	5
jing	经	5
jingguo	经过	5
jingshen	精神	5
jinru	进入	5
jintian	今天	5
jixu	继续	5
jizhe	记者	5
ju	据	5
juan	涓	5
juede	觉得	5
jun	军	5
jun	均	5
junshi	军事	5
juxing	举行	5
juyou	具有	5
kafei	咖啡	5
kaixin	开心	5
kandao	看到	5
kaoshi	考试	5
keji	科技	5
keshi	可是	5
kexue	科学	5
kou	口	5
kuai	快	5
laoshi	老师	5
lei	类	5
lian	连	5
lilun	理论	5
ling	另	5
liyong	利用	5
lu	路	5
lvyou	旅游	5
ma	吗	5
ma	马	5
mei	每	5
mei	美	5
meiwenti	没问题	5
mian	面	5
mianji	面积	5
miantiao	面条	5
mifan	米饭	5
mima	密码	5
ming	名	5
ming	明	5
minzu	民族	5
muqian	目前	5
na	拿	5
nage	那个	5
nali	那里	5
name	那么	5
nan	南	5
nan	难	5
naxie	那些	5
neirong	内容	5
nenggou	能够	5
nengli	能力	5
niandai	年代	5
nihao	你好	5
nimen	你们	5
nin	您	5
niunai	牛奶	5
nongye	农业	5
pai	派	5
pengyou	朋友	5
pianyi	便宜	5
qi	气	5
qian	钱	5
qiang	强	5
qijian	期间	5
qing	清	5
qing	请	5
qita	其他	5
qu	区	5
quan	全	5
quanli	权力	5
quansheng	全省	5
qunzhong	群众	5
ranhou	然后	5
ren	任	5
renda	人大	5
reng	仍	5
renhe	任何	5
renkou	人口	5
renmen	人们	5
renminzhengfu	人民政府	5
renwu	任务	5
renyuan	人员	5
riben	日本	5
ru	入	5
ruanjian	软件	5
ruci	如此	5
ruhe	如何	5
ruo	若	5
sha	杀	5
shan	山	5
shangban	上班	5
shangwang	上网	5
shao	少	5
she	设	5
shehuizhuyi	社会主义	5
shen	甚	5
shen	身	5
sheng	声	5
sheng	生	5
shenzhen	深圳	5
shenzhi	甚至	5
shezhi	设置	5
shi	式	5
shichang	市场	5
shifen	十分	5
shiji	世纪	5
shipin	视频	5
shiqi	时期	5
shiqing	事情	5
shixian	实现	5
shixing	实行	5
shiyong	使用	5
shou	受	5
shu	书	5
shu	属	5
shui	水	5
shui	谁	5
shuiguo	水果	5
shuijiao	睡觉	5
shuiping	水平	5
shuju	数据	5
shuodao	说道	5
si	四	5
sixiang	思想	5
song	送	5
sousuo	搜索	5
sui	虽	5
suiran	虽然	5
suoyou	所有	5
tai	台	5
tai	太	5
tang	汤	5
tebie	特别	5
tianqi	天气	5
tiaojian	条件	5
tichu	提出	5
tigao	提高	5
tigong	提供	5
tongshi	同事	5
tongxue	同学	5
tongyi	统一	5
touzi	投资	5
tupian	图片	5
turan	突然	5
waimai	外卖	5
wan	完	5
wancheng	完成	5
wang	往	5
wang	王	5
wangluo	网络	5
wangzhan	网站	5
wanquan	完全	5
wei	位	5
wei	未	5
weibo	微博	5
weile	为了	5
weiyu	位于	5
weiyuanhui	委员会	5
wendang	文档	5
wenjian	文件	5
woaini	我爱你	5
woguo	我国	5
wu	五	5
wuhan	武汉	5
wuhanshi	武汉市	5
xi	西	5
xiaban	下班	5
xialai	下来	5
xian	先	5
xian	县	5
xiang	乡	5
xiang	相	5
xiangmu	项目	5
xiangyang	襄阳	5
xianjin	先进	5
xiansheng	先生	5
xiayu	下雨	5
xiazai	下载	5
xie	些	5
xie	写	5
xin	心	5
xing	型	5
xing	性	5
xing	行	5
xingcheng	形成	5
xingshi	形式	5
xingzheng	行政	5
xinzhong	心中	5
xitong	系统	5
xuanju	选举	5
xuduo	许多	5
xue	学	5
xuexi	学习	5
xuexiao	学校	5
xuyao	需要	5
yang	杨	5
yaoqiu	要求	5
yi	意	5
yici	一次	5
yidian	一点	5
yiding	一定	5
yihou	以后	5
yinci	因此	5
ying	应	5
yinggai	应该	5
yingguo	英国	5
yingxiang	影响	5
yingyong	应用	5
yinyue	音乐	5
yiqi	一起	5
yiqie	一切	5
yishang	以上	5
yisheng	一声	5
yishu	艺术	5
yixia	一下	5
yiyang	一样	5
yiyuan	亿元	5
yiyuan	医院	5
yizhi	一直	5
youguan	有关	5
youjian	邮件	5
youren	有人	5
youxie	有些	5
yu	鱼	5
yuan	原	5
yuan	远	5
yuanlai	原来	5
yue	约	5
yue	越	5
yundong	运动	5
yushi	于是	5
zaijian	再见	5
zanmen	咱们	5
zao	早	5
zengjia	增加	5
zengzhang	增长	5
zenme	怎么	5
zhan	占	5
zhan	站	5
zhang	张	5
zhanzheng	战争	5
zhao	找	5
zhe	者	5
zheme	这么	5
zhen	真	5
zhengce	政策	5
zhengfu	政府	5
zhengti	政体	5
zhengzhi	政治	5
zhi	指	5
zhi	直	5
zhi	知	5
zhiding	制定	5
zhidu	制度	5
zhifu	支付	5
zhihou	之后	5
zhijian	之间	5
zhijie	直接	5
zhixing	执行	5
zhiye	职业	5
zhiyi	之一	5
zhong	种	5
zhong	重	5
zhongxin	中心	5
zhongyang	中央	5
zhou	州	5
zhu	主	5
zhuanye	专业	5
zhunbei	准备	5
zhuren	主任	5
zhuxi	主席	5
zi	子	5
zi	字	5
ziben	资本	5
ziran	自然	5
ziyuan	资源	5
zizhiqu	自治区	5
zong	总	5
zucheng	组成	5
zuida	最大	5
zuihou	最后	5
zuo	坐	5
zuoye	作业	5
zuoyong	作用	5
zuzhi	组织	5
a	阿	4
aiguo	爱国	4
aini	爱你	4
an	安	4
anpai	安排	4
anquan	安全	4
anzhao	按照	4
ba	八	4
ba	罢	4
bai	拜	4
bai	白	4
ban	办	4
ban	半	4
banfa	办法	4
bang	帮	4
bang	浜	4
bangzhu	帮助	4
bao	抱	4
baochi	保持	4
baodao	报道	4
baozhang	保障	4
baozheng	保证	4
baozi	包子	4
bei	背	4
ben	奔	4
ben	锛	4
benji	本级	4
benlai	本来	4
bi	必	4
bian	变	4
biancheng	变成	4
bianshi	便是	4
biao	表	4
biaozhun	标准	4
bieren	别人	4
bili	比例	4
bing	病	4
bingqie	并且	4
bisai	比赛	4
biye	毕业	4
budao	不到	4
bude	不得	4
budui	部队	4
bujin	不仅	4
buke	不可	4
bushao	不少	4
buzai	不再	4
caichan	财产	4
cailiao	材料	4
caiqu	采取	4
caiyong	采用	4
caizheng	财政	4
cang	藏	4
canyu	参与	4
ceng	层	4
cengjing	曾经	4
cha	差	4
chan	产	4
chang	场	4
changqi	长期	4
changweihui	常委会	4
chanye	产业	4
chaoguo	超过	4
che	车	4
cheng	呈	4
cheng	承	4
chengbang	城邦	4
chengdu	程度	4
chenggong	成功	4
chengji	成绩	4
chong	冲	4
chongfen	充分	4
chongxin	重新	4
chuan	传	4
chuan	穿	4
chuan	船	4
chuangzao	创造	4
chuangzuo	创作	4
chuantong	传统	4
chukou	出口	4
chule	除了	4
chuli	处理	4
chuqu	出去	4
chuyu	处于	4
chuzuche	出租车	4
ci	刺	4
cishi	此时	4
citiao	词条	4
ciwai	此外	4
conger	从而	4
congshi	从事	4
cujin	促进	4
cun	村	4
cuo	错	4
cuoshi	措施	4
cuowu	错误	4
dachen	大臣	4
dadao	大道	4
dadianhua	打电话	4
dahui	大会	4
dai	代	4
dai	待	4
dailai	带来	4
daliang	大量	4
dalu	大陆	4
dangdi	当地	4
dangnian	当年	4
dangran	当然	4
danren	担任	4
danxin	担心	4
dao	刀	4
dao	岛	4
daodan	导弹	4
daodi	到底	4
daozhi	导致	4
daxing	大型	4
dazhe	打折	4
de	德	4
deguo	德国	4
dengdeng	等等	4
di	底	4
di	敌	4
dian	殿	4
dian	电	4
dianhua	电话	4
dianzi	电子	4
diao	掉	4
diao	调	4
diaocha	调查	4
dier	第二	4
dili	地理	4
dimian	地面	4
ding	顶	4
diren	敌人	4
diwei	地位	4
diyici	第一次	4
dizi	弟子	4
dong	动	4
dong	洞	4
dongbei	东北	4
dongwu	动物	4
dou	斗	4
douzheng	斗争	4
duan	断	4
duan	短	4
duifang	对方	4
duiwu	队伍	4
duli	独立	4
duonian	多年	4
duoshao	多少	4
duozhong	多种	4
e	鄂	4
eluosi	俄罗斯	4
erren	二人	4
ershi	而是	4
erzi	儿子	4
fabiao	发表	4
fabu	发布	4
fagui	法规	4
faguo	法国	4
fan	饭	4
fandui	反对	4
fang	房	4
fangan	方案	4
fangxiang	方向	4
fangzai	放在	4
fanwei	范围	4
fanying	反应	4
fanying	反映	4
faxiaoxi	发消息	4
fayanren	发言人	4
fei	飞	4
fenbu	分布	4
feng	封	4
feng	风	4
fengfu	丰富	4
fengjian	封建	4
fenwei	分为	4
fenxi	分析	4
fenzhong	分钟	4
fenzi	分子	4
fu	复	4
fu	府	4
fujin	附近	4
fuqin	父亲	4
furen	夫人	4
fuza	复杂	4
gai	改	4
gaibian	改变	4
gan	敢	4
ganbu	干部	4
gandao	感到	4
gang	刚	4
ganjue	感觉	4
gao	搞	4
gaodu	高度	4
gaosu	告诉	4
gaosu	高速	4
gedi	各地	4
gege	各个	4
genben	根本	4
gengjia	更加	4
geren	个人	4
gong	供	4
gong	宫	4
gongjiaoche	公交车	4
gonglu	公路	4
gongmin	公民	4
gongneng	功能	4
gongren	工人	4
gongtong	共同	4
gongyuan	公元	4
goucheng	构成	4
gu	古	4
gu	故	4
gu	股	4
gua	挂	4
guai	怪	4
guan	关	4
guan	官	4
guan	管	4
guang	光	4
guangchang	广场	4
guangfan	广泛	4
guanyuan	官员	4
gudai	古代	4
gudong	股东	4
gui	归	4
guimo	规模	4
guniang	姑娘	4
guolai	过来	4
guomindang	国民党	4
guonei	国内	4
hai	海	4
haijun	海军	4
haishi	还是	4
haiyao	还要	4
han	含	4
han	汉	4
hangkong	航空	4
hangye	行业	4
haomi	毫米	4
he	合	4
he	喝	4
he	河	4
hei	黑	4
henda	很大	4
henduo	很多	4
heping	和平	4
heshui	喝水	4
hu	忽	4
hu	湖	4
hua	化	4
hua	画	4
hua	花	4
huan	换	4
huang	黄	4
huangshang	皇上	4
huida	回答	4
huidao	回到	4
huifu	恢复	4
huilai	回来	4
huiqu	回去	4
huo	活	4
huo	火	4
huo	获	4
huobi	货币	4
huochezhan	火车站	4
huran	忽然	4
ji	几	4
ji	急	4
ji	机	4
ji	级	4
ji	记	4
ji	集	4
jia	加	4
jia	架	4
jiage	价格	4
jiali	家里	4
jian	件	4
jian	兼	4
jian	剑	4
jian	建	4
jianchayuan	检察院	4
jiancheng	建成	4
jianchi	坚持	4
jiandan	简单	4
jiandao	见到	4
jiandu	监督	4
jiang	江	4
jiang	降	4
jianshao	减少	4
jianyi	建议	4
jiao	交	4
jiao	教	4
jiao	脚	4
jiaoda	较大	4
jiaoshi	教师	4
jiaoshou	教授	4
jiaotong	交通	4
jiaozi	饺子	4
jiaqiang	加强	4
jiating	家庭	4
jidi	基地	4
jie	届	4
jie	接	4
jie	皆	4
jie	街	4
jieduan	阶段	4
jiehe	结合	4
jieshao	介绍	4
jieshi	解释	4
jieshou	接受	4
jieshu	结束	4
jiezhe	接着	4
jihu	几乎	4
jihui	机会	4
jiji	积极	4
jin	仅	4
jin	尽	4
jing	京	4
jing	惊	4
jing	竟	4
jingchang	经常	4
jingnei	境内	4
jingong	进攻	4
jingran	竟然	4
jinguan	尽管	4
jingyan	经验	4
jingying	经营	4
jingzheng	竞争	4
jingzhou	荆州	4
jinlai	进来	4
jinnian	今年	4
jinri	今日	4
jinrong	金融	4
jinyibu	进一步	4
jinzhang	紧张	4
jiqi	及其	4
jishi	即使	4
jisuanji	计算机	4
jituan	集团	4
jiu	久	4
jiu	九	4
jiu	救	4
jiu	旧	4
jiu	酒	4
jiushi	就是	4
jixie	机械	4
jizhong	集中	4
ju	举	4
ju	具	4
ju	句	4
ju	居	4
juda	巨大	4
jue	觉	4
jueyi	决议	4
jumin	居民	4
jun	郡	4
jundui	军队	4
juti	具体	4
kaifa	开发	4
kaifang	开放	4
kaizhan	开展	4
kandianshi	看电视	4
kanjian	看见	4
kankan	看看	4
kanlai	看来	4
kanzhe	看着	4
kao	考	4
kao	靠	4
kaolv	考虑	4
kaosheng	考生	4
ke	克	4
ke	科	4
kending	肯定	4
kong	空	4
kongzhi	控制	4
ku	哭	4
kuai	块	4
kuan	宽	4
kunnan	困难	4
kuoda	扩大	4
la	啦	4
la	拉	4
laidao	来到	4
laishuo	来说	4
laizi	来自	4
laoban	老板	4
laodong	劳动	4
laogong	老公	4
laopo	老婆	4
leile	累了	4
li	力	4
li	李	4
li	理	4
li	离	4
li	立	4
lian	脸	4
liang	量	4
lianghao	良好	4
liangzhong	两种	4
lianhe	联合	4
lianshang	脸上	4
lianxi	联系	4
lianxu	连续	4
liaojie	了解	4
liji	立即	4
likai	离开	4
liliang	力量	4
limian	里面	4
lin	林	4
ling	令	4
ling	领	4
lingwai	另外	4
lingyu	领域	4
liru	例如	4
liu	六	4
liu	流	4
liu	留	4
liyi	利益	4
long	龙	4
lou	楼	4
luan	乱	4
lun	论	4
luo	落	4
lv	率	4
ma	骂	4
mai	买	4
mai	卖	4
man	满	4
mang	忙	4
mao	毛	4
maoyi	贸易	4
maozedong	毛泽东	4
me	么	4
meige	每个	4
meiguanxi	没关系	4
meinian	每年	4
meiti	媒体	4
meitian	每天	4
mianqian	面前	4
min	民	4
ming	命	4
mingbai	明白	4
mingling	命令	4
mingxian	明显	4
minzhu	民主	4
mo	銆	4
mou	某	4
mouxie	某些	4
mu	墓	4
mu	木	4
mubiao	目标	4
mudi	目的	4
muqin	母亲	4
n	嗯	4
na	哪	4
nali	哪里	4
nan	男	4
nandao	难道	4
nanjing	南京	4
nanpengyou	男朋友	4
nanren	男人	4
nayang	那样	4
neibu	内部	4
niu	牛	4
nongcun	农村	4
nongmin	农民	4
nuli	努力	4
nver	女儿	4
nvpengyou	女朋友	4
nvren	女人	4
ouzhou	欧洲	4
pa	怕	4
pai	拍	4
pao	跑	4
paobu	跑步	4
pi	皮	4
pian	片	4
pijiu	啤酒	4
ping	平	4
pingfangqianmi	平方千米	4
pingjun	平均	4
pingmin	平民	4
pingyuan	平原	4
pizhun	批准	4
po	破	4
pu	铺	4
putong	普通	4
qi	七	4
qi	期	4
qiangdiao	强调	4
qiao	桥	4
qiao	瞧	4
qiche	汽车	4
qichuang	起床	4
qie	且	4
qihou	气候	4
qin	亲	4
qing	情	4
qing	殑	4
qing	轻	4
qingchu	清楚	4
qingnian	青年	4
qingtian	晴天	4
qingwen	请问	4
qishi	其实	4
qita	其它	4
qiu	求	4
qu	取	4
quan	权	4
quanbu	全部	4
quanli	权利	4
quanmian	全面	4
quanshi	全市	4
qude	取得	4
queding	确定	4
queshi	却是	4
qun	群	4
qunian	去年	4
quyu	区域	4
raner	然而	4
re	热	4
ren	紝	4
rencai	人才	4
rengongzhineng	人工智能	4
rengran	仍然	4
renjia	人家	4
renlei	人类	4
renminfayuan	人民法院	4
renshi	认识	4
renshu	人数	4
renwu	人物	4
rongyi	容易	4
rou	肉	4
rujin	如今	4
ruogan	若干	4
sange	三个	4
se	色	4
shang	伤	4
shangpin	商品	4
shangxin	伤心	4
shangxue	上学	4
shangye	商业	4
shebei	设备	4
sheji	设计	4
sheli	设立	4
shen	深	4
shen	神	4
sheng	胜	4
shengbing	生病	4
shengli	胜利	4
shengming	生命	4
shengrikuaile	生日快乐	4
shengwu	生物	4
shengyin	声音	4
shengzhang	生长	4
shenme	甚么	4
shenshang	身上	4
shenti	身体	4
shenzi	身子	4
shequ	社区	4
shi	世	4
shi	似	4
shi	十	4
shi	史	4
shi	实	4
shi	师	4
shi	石	4
shi	诗	4
shi	食	4
shidai	时代	4
shifou	是否	4
shifu	师父	4
shiji	实际	4
shijian	事件	4
shijishang	实际上	4
shipin	食品	4
shishi	实施	4
shishoushi	石首市	4
shiye	事业	4
shizai	实在	4
shizhang	市长	4
shou	收	4
shou	首	4
shoudao	受到	4
shouduan	手段	4
shouru	收入	4
shouxian	首先	4
shouzhong	手中	4
shu	数	4
shuang	双	4
shuangfang	双方	4
shucai	蔬菜	4
shui	睡	4
shuji	书记	4
shuliang	数量	4
shuohua	说话	4
shuoming	说明	4
shuxue	数学	4
shuyu	属于	4
sihu	似乎	4
suan	算	4
sudu	速度	4
sui	岁	4
sui	随	4
suizhe	随着	4
sulian	苏联	4
suowei	所谓	4
taiwan	台湾	4
tamen	它们	4
tan	谈	4
taolun	讨论	4
taoyan	讨厌	4
te	特	4
tedian	特点	4
teng	疼	4
tese	特色	4
teshu	特殊	4
ti	体	4
ti	提	4
tian	田	4
tiananmenchenglou	天安门城楼	4
tiananmenguangchang	天安门广场	4
tianxia	天下	4
tiao	条	4
tiao	跳	4
tiaozheng	调整	4
tie	铁	4
tielu	铁路	4
tixi	体系	4
tiyu	体育	4
tizhi	体制	4
tong	通	4
tongchang	通常	4
tongyang	同样	4
tongzhi	同志	4
tongzhi	统治	4
touru	投入	4
tu	图	4
tu	土	4
tuan	团	4
tudi	土地	4
tui	推	4
tui	退	4
waiguo	外国	4
waijiaobu	外交部	4
wanan	晚安	4
wang	望	4
wang	网	4
wangwang	往往	4
wanshan	完善	4
wanshanghao	晚上好	4
wanyuan	万元	4
weilai	未来	4
weishenme	为什么	4
weixiaobao	韦小宝	4
weiyuan	委员	4
weizhi	位置	4
weizhu	为主	4
wen	文	4
wendao	问道	4
wending	稳定	4
wenming	文明	4
wenxue	文学	4
wenzhang	文章	4
wu	吴	4
wu	物	4
wufa	无法	4
wugong	武功	4
wuqi	武器	4
wuzhi	物质	4
xi	喜	4
xi	系	4
xia	辖	4
xian	现	4
xian	线	4
xiandai	现代	4
xiandaihua	现代化	4
xianfa	宪法	4
xiang	象	4
xiang	项	4
xiangdang	相当	4
xiangdui	相对	4
xianggang	香港	4
xiangguan	相关	4
xiangni	想你	4
xiangtong	相同	4
xiangxin	相信	4
xianhou	先后	4
xianshi	显示	4
xianxiang	现象	4
xiaoshi	小时	4
xiaoshou	销售	4
xiaoxi	消息	4
xiaqu	下去	4
xiaxue	下雪	4
xiexieni	谢谢你	4
xifang	西方	4
xin	信	4
xing	姓	4
xing	形	4
xingdong	行动	4
xingwei	行为	4
xingzhi	性质	4
xinli	心理	4
xinli	心里	4
xinniankuaile	新年快乐	4
xinwen	新闻	4
xinxi	信息	4
xinxiang	心想	4
xiongdi	兄弟	4
xiu	修	4
xiwang	希望	4
xizao	洗澡	4
xu	需	4
xu	须	4
xuan	选	4
xuanbu	宣布	4
xuanze	选择	4
xue	血	4
xunlian	训练	4
xunsu	迅速	4
ya	呀	4
yali	压力	4
yan	眼	4
yan	言	4
yanjing	眼睛	4
yanzhong	严重	4
yao	药	4
yewu	业务	4
yexu	也许	4
yi	亦	4
yibian	一边	4
yiji	一级	4
yijian	一件	4
yijian	意见	4
yiju	一句	4
yikuai	一块	4
yilai	以来	4
yimian	一面	4
yindu	印度	4
yiner	因而	4
ying	英	4
ying	营	4
yingdang	应当	4
yinhang	银行	4
yinian	一年	4
yinqi	引起	4
yinsu	因素	4
yipian	一片	4
yiqian	以前	4
